╔══════════════════════════════════════════════════════════╗
║               HADES V19 — DB EXPORT                    ║
    2223  8841104      ♥️    8       4  الثور 🔵        NULL            2026-03-05 04:48:41.844010
    2225  8865782      ♣️    5       2  الراعي 🔴       NULL            2026-03-05 04:58:08.857250
    2226  8867301      ♦️    4       1  الراعي 🔴       NULL            2026-03-05 04:58:41.184756
    2227  8904148      ♣️    Q       8  الراعي 🔴       NULL            2026-03-05 05:12:34.437105
    2228  8905592      ♦️    3       2  الراعي 🔴       NULL            2026-03-05 05:13:14.483932
    2229  8907206      ♠️    6       6  الثور 🔵        NULL            2026-03-05 05:13:44.772634
    2230  8909730      ♣️    3       0  الثور 🔵        NULL            2026-03-05 05:14:11.626465
    2231  8910246      ♦️    10      6  الثور 🔵        NULL            2026-03-05 05:14:47.017368
    2232  8911853      ♥️    A       3  الثور 🔵        NULL            2026-03-05 05:15:13.925957
    2233  8913494      ♥️    10      4  الراعي 🔴       NULL            2026-03-05 05:15:48.694479
    2234  8915098      ♥️    J       8  الثور 🔵        NULL            2026-03-05 05:16:24.368152
    2235  8916312      ♥️    K       2  الثور 🔵        NULL            2026-03-05 05:16:59.590659
    2236  8921734      ♠️    K       4  الراعي 🔴       NULL            2026-03-05 05:19:03.567180
    2237  8922806      ♣️    7       6  الثور 🔵        NULL            2026-03-05 05:19:36.399919
    2238  8924652      ♥️    A       2  الراعي 🔴       NULL            2026-03-05 05:20:36.095696
    2239  8926034      ♠️    9       4  الراعي 🔴       NULL            2026-03-05 05:21:09.158016
    2240  9039490      ♥️    9       0  الراعي 🔴       NULL            2026-03-05 05:59:31.035632
    2241  9042727      ♣️    8       7  الثور 🔵        NULL            2026-03-05 06:00:22.969807
    2242  9044493      ♣️    3       3  الراعي 🔴       NULL            2026-03-05 06:00:56.437146
    2243  9044659      ♥️    Q       9  الثور 🔵        NULL            2026-03-05 06:01:52.185485
    2244  9048608      ♥️    J       8  الراعي 🔴       NULL            2026-03-05 06:02:23.135502
    2245  9050415      ♥️    6       5  الراعي 🔴       NULL            2026-03-05 06:03:30.360468
    2246  9051779      ♣️    10      9  الراعي 🔴       NULL            2026-03-05 06:03:59.957104
    2247  9052985      ♣️    7       5  الراعي 🔴       NULL            2026-03-05 06:04:32.415024
    2248  9054261      ♥️    4       1  الثور 🔵        NULL            2026-03-05 06:05:10.566066
    2249  9055609      ♠️    9       9  الثور 🔵        NULL            2026-03-05 06:05:41.285573
    2250  9056986      ♦️    K       6  الراعي 🔴       NULL            2026-03-05 06:06:16.880637
    2251  9059373      ♣️    3       3  الثور 🔵        NULL            2026-03-05 06:07:16.579481
    2252  9061711      ♦️    7       1  الثور 🔵        NULL            2026-03-05 06:08:19.237919
    2253  9062958      ♦️    9       8  الثور 🔵        NULL            2026-03-05 06:09:07.510071
    2254  9065117      ♣️    K       7  الثور 🔵        NULL            2026-03-05 06:09:56.017249
    2255  9072715      ♥️    2       5  الثور 🔵        NULL            2026-03-05 06:13:08.010765
    2256  9067468      ♦️    6       8  الثور 🔵        NULL            2026-03-05 06:14:58.845403
    2257  9077306      ♣️    4       6  الراعي 🔴       NULL            2026-03-05 06:15:18.150324
    2258  9078055      ♦️    10      5  الراعي 🔴       NULL            2026-03-05 06:15:48.808614
    2259  9078783      ♥️    3       3  الراعي 🔴       NULL            2026-03-05 06:16:29.000843
    2260  9079621      ♦️    4       1  الثور 🔵        NULL            2026-03-05 06:16:49.908590
    2261  9080327      ♦️    7       7  الثور 🔵        NULL            2026-03-05 06:17:27.981670
    2262  9081056      ♥️    7       6  الراعي 🔴       NULL            2026-03-05 06:17:56.201569
    2263  9081996      ♣️    Q       6  الراعي 🔴       NULL            2026-03-05 06:18:34.611655
    2264  8631451      ♣️    2       1  الثور 🔵        NULL            2026-03-05 06:20:50.063055
    2265  8633165      ♣️    Q       5  الثور 🔵        NULL            2026-03-05 06:21:39.384645
    2266  8633952      ♠️    2       2  الراعي 🔴       NULL            2026-03-05 06:22:03.433312
    2267  8650662      ♣️    J       2  الراعي 🔴       NULL            2026-03-05 06:32:17.189415
    2268  8651574      ♥️    7       4  الثور 🔵        NULL            2026-03-05 06:32:50.793181
    2269  8652545      ♠️    9       5  الراعي 🔴       NULL            2026-03-05 06:33:27.504174
    2270  8653664      ♦️    A       4  تعادل ⚪        NULL            2026-03-05 06:33:54.389316
    2271  8665482      ♠️    10      2  الراعي 🔴       NULL            2026-03-05 06:40:19.775711
    2272  8666449      ♠️    7       9  الراعي 🔴       NULL            2026-03-05 06:40:51.049666
    2273  8667066      ♦️    9       6  الراعي 🔴       NULL            2026-03-05 06:41:22.909574
    2274  8668077      ♠️    Q       7  الثور 🔵        NULL            2026-03-05 06:41:54.573479
    2275  8668910      ♣️    K       0  الراعي 🔴       NULL            2026-03-05 06:42:26.129807
    2276  8669649      ♠️    9       9  الثور 🔵        NULL            2026-03-05 06:42:59.378312
    2277  8670539      ♥️    5       9  الراعي 🔴       NULL            2026-03-05 06:43:35.348912
    2278  8671233      ♣️    8       3  الراعي 🔴       NULL            2026-03-05 06:44:04.449896
    2279  8671889      ♦️    6       9  الراعي 🔴       NULL            2026-03-05 06:44:34.844316
    2280  8672910      ♣️    Q       0  الثور 🔵        NULL            2026-03-05 06:45:06.947775
    2281  8673706      ♥️    A       6  الثور 🔵        NULL            2026-03-05 06:45:40.139068
    2282  8674338      ♠️    K       8  الثور 🔵        NULL            2026-03-05 06:46:11.121575
    2283  8674745      ♠️    2       5  الثور 🔵        NULL            2026-03-05 06:46:43.611406
    2284  8675151      ♣️    K       1  الثور 🔵        NULL            2026-03-05 06:47:16.628677
    2285  8675703      ♦️    6       3  الثور 🔵        NULL            2026-03-05 06:47:50.170484
    2286  8676429      ♦️    9       9  الراعي 🔴       NULL            2026-03-05 06:48:22.178788
    2288  8676987      ♠️    8       7  تعادل ⚪        NULL            2026-03-05 06:49:28.189035
    2289  8677891      ♣️    K       1  الثور 🔵        NULL            2026-03-05 06:49:58.213164
    2290  8678350      ♣️    5       0  الراعي 🔴       NULL            2026-03-05 06:50:28.739787
    2291  8678728      ♦️    6       8  تعادل ⚪        NULL            2026-03-05 06:50:59.733883
    2292  8679278      ♥️    5       8  الثور 🔵        NULL            2026-03-05 06:51:32.259463
    2293  8679843      ♠️    5       3  الراعي 🔴       NULL            2026-03-05 06:52:10.082562
    2294  8680323      ♥️    4       3  الراعي 🔴       NULL            2026-03-05 06:52:43.264866
    2295  8680777      ♠️    5       7  الثور 🔵        NULL            2026-03-05 06:53:07.775765
    2296  8681278      ♠️    6       8  الثور 🔵        NULL            2026-03-05 06:53:45.480489
    2297  8681704      ♠️    10      4  الراعي 🔴       NULL            2026-03-05 06:54:19.589932
    2298  8676987      ♣️    5       7  الثور 🔵        NULL            2026-03-05 06:54:57.972721
    2299  8628808      ♣️    9       8  الثور 🔵        NULL            2026-03-05 06:55:34.812059
    2300  8705178      ♣️    8       8  الراعي 🔴       NULL            2026-03-05 07:16:09.276006
    2301  8705760      ♦️    5       0  الثور 🔵        NULL            2026-03-05 07:16:41.814989
    2302  8707545      ♦️    Q       5  الثور 🔵        NULL            2026-03-05 07:17:43.627211
    2303  8708737      ♥️    8       7  الثور 🔵        NULL            2026-03-05 07:18:17.596810
    2304  8709631      ♦️    6       1  الراعي 🔴       NULL            2026-03-05 07:18:49.305992
    2305  8710473      ♠️    J       3  الثور 🔵        NULL            2026-03-05 07:19:21.612475
    2306  8711473      ♥️    J       3  الثور 🔵        NULL            2026-03-05 07:19:53.582272
    2307  8712411      ♥️    5       1  الراعي 🔴       NULL            2026-03-05 07:20:27.802204
    2308  8713421      ♦️    7       1  تعادل ⚪        NULL            2026-03-05 07:20:57.449181
    2309  8714319      ♥️    7       9  الراعي 🔴       NULL            2026-03-05 07:21:29.438996
    2310  8715157      ♣️    6       7  الثور 🔵        NULL            2026-03-05 07:22:04.989681
    2311  8716074      ♣️    4       4  الراعي 🔴       NULL            2026-03-05 07:22:33.477860
    2312  8717017      ♣️    2       7  الثور 🔵        NULL            2026-03-05 07:23:07.319891
    2313  8718505      ♠️    J       5  الراعي 🔴       NULL            2026-03-05 07:23:42.656254
    2314  8719397      ♥️    10      7  الثور 🔵        NULL            2026-03-05 07:24:09.908329
    2315  8720346      ♣️    10      6  الثور 🔵        NULL            2026-03-05 07:24:39.806446
    2316  8721395      ♣️    Q       5  الراعي 🔴       NULL            2026-03-05 07:25:14.192406
    2317  8722344      ♣️    5       4  الراعي 🔴       NULL            2026-03-05 07:25:44.811122
    2318  8723288      ♦️    6       8  الراعي 🔴       NULL            2026-03-05 07:26:16.628433
    2319  8724118      ♠️    4       8  الراعي 🔴       NULL            2026-03-05 07:26:48.698988
    2320  8724966      ♦️    5       6  الثور 🔵        NULL            2026-03-05 07:27:24.484411
    2321  8725771      ♦️    5       1  الراعي 🔴       NULL            2026-03-05 07:27:56.769104
    2322  8726500      ♥️    A       0  الثور 🔵        NULL            2026-03-05 07:28:24.549613
    2323  8727258      ♣️    6       8  الثور 🔵        NULL            2026-03-05 07:28:59.154249
    2324  8727727      ♥️    7       7  الراعي 🔴       NULL            2026-03-05 07:29:55.147221
    2325  8728940      ♦️    6       0  الثور 🔵        NULL            2026-03-05 07:30:35.596547
    2326  8729634      ♠️    Q       4  الراعي 🔴       NULL            2026-03-05 07:31:06.673835
    2327  8772962      ♠️    9       2  الثور 🔵        NULL            2026-03-05 08:10:39.689253
    2328  8773646      ♥️    5       6  الثور 🔵        NULL            2026-03-05 08:11:12.335417
    2329  8774277      ♥️    9       7  الثور 🔵        NULL            2026-03-05 08:11:41.808108
    2330  8775127      ♥️    J       7  الثور 🔵        NULL            2026-03-05 08:12:15.371396
    2332  8779431      ♠️    J       1  الثور 🔵        NULL            2026-03-05 08:14:34.214156
    2333  8780142      ♦️    9       2  تعادل ⚪        NULL            2026-03-05 08:14:56.261612
    2334  8780680      ♥️    K       0  الثور 🔵        NULL            2026-03-05 08:15:27.916271
    2335  8781249      ♦️    5       9  الثور 🔵        NULL            2026-03-05 08:16:01.326460
    2336  8781879      ♦️    J       9  الثور 🔵        NULL            2026-03-05 08:16:34.590095
    2337  8782507      ♥️    10      7  الراعي 🔴       NULL            2026-03-05 08:17:07.002757
    2338  8783164      ♣️    8       4  الراعي 🔴       NULL            2026-03-05 08:17:34.939133
    2339  8783697      ♠️    5       7  الثور 🔵        NULL            2026-03-05 08:18:10.729097
    2340  8784685      ♠️    8       5  الثور 🔵        NULL            2026-03-05 08:18:42.184815
